datetime,price_EUR_per_MWh,nuclear_MW,non_renewable_MW,renewable_MW,end_user_consumption_MWh,total_production_MWh,total_consumption_MWh,grid_feed_in_MWh,net_outflow_MWh,total_import_MWh,total_export_MWh,net_import_MWh,end_user_consumption_MW_avg,total_production_MW_avg,total_consumption_MW_avg,total_import_MW_avg,total_export_MW_avg,net_import_MW_avg
2025-01-02 13:00:00,126.35,2951.845726,462.5,2226.726727,6572.747454241644,5475.780847,7357.6173721328,5480.0929628672,1785.5002128672,3475.948,1591.458,1884.49,6572.747454241644,5475.780847,7357.6173721328,3475.948,1591.458,1884.49
2025-01-02 14:00:00,128.95,2953.147091,462.5,2546.903472,6620.811320108307,6001.060777000001,7226.004640192999,5480.528244806999,1115.887294807,3331.148,2103.333,1227.815,6620.811320108307,6001.060777000001,7226.004640192999,3331.148,2103.333,1227.815
2025-01-02 15:00:00,134.59,2954.648666,462.5,3297.530519,6717.568013187722,6990.068929,7174.545854211201,5387.5894797888,128.3721766027997,3484.212,3292.12,192.0919999999999,6717.568013187722,6990.068929,7174.545854211201,3484.212,3292.12,192.0919999999999
2025-01-02 16:00:00,138.13,2954.52854,462.5,3925.740159,6969.14130532247,9213.080256,7511.683051206399,5574.4933566,0.0,2445.571,4143.869,-1698.298,6969.14130532247,9213.080256,7511.683051206399,2445.571,4143.869,-1698.298
2025-01-02 17:00:00,143.59,2955.549611,462.5,4944.983476,7318.403730088725,10623.17792193298,7798.848033583798,5416.568659,0.0,1855.311,4677.427,-2822.116,7318.403730088725,10623.17792193298,7798.848033583798,1855.311,4677.427,-2822.116
2025-01-02 18:00:00,144.57,2956.650765,462.5,5122.863275,7385.037199104885,10697.8342421328,7873.005792208399,5392.369326,0.0,2277.919,5100.288,-2822.369,7385.037199104885,10697.8342421328,7873.005792208399,2277.919,5100.288,-2822.369
2025-01-02 19:00:00,141.12,2957.731899,462.5,4725.035769,7147.154412762111,9017.221737372354,7638.982638217798,5237.585326,0.0,3233.428,4609.415,-1375.987,7147.154412762111,9017.221737372354,7638.982638217798,3233.428,4609.415,-1375.987
2025-01-02 20:00:00,135.32,2962.236624,462.5,3397.823214,6852.91616154548,6823.203049999999,7365.6726807376,5251.8330246,356.4508042623999,4162.876,3618.249,544.6270000000005,6852.91616154548,6823.203049999999,7365.6726807376,4162.876,3618.249,544.6270000000005
2025-01-02 21:00:00,125.73,2966.010581,462.5,2655.399199,6629.630825615684,6106.047084999999,7140.878661193,5139.072478807,835.7417788069998,4129.352,3092.174,1037.178,6629.630825615684,6106.047084999999,7140.878661193,4129.352,3092.174,1037.178
2025-01-02 22:00:00,125.85,2966.961579,462.5,2083.602357,6568.415169929667,5458.848881,7120.7840511328,5249.1541458672,1433.1141458672,4985.474999999999,3320.623,1664.852,6568.415169929667,5458.848881,7120.7840511328,4985.474999999999,3320.623,1664.852
2025-01-02 23:00:00,115.99,2967.361999,462.5,1837.272788,6350.464415105835,5169.120837,7007.525986193,5197.127145807,1607.957145807,5195.495,3352.918,1842.577,6350.464415105835,5169.120837,7007.525986193,5195.495,3352.918,1842.577
2025-01-03 00:00:00,108.58,2968.713416,462.5,1626.838629,6197.801301139702,5090.729966999999,7345.607618132801,5595.6254788672,2055.7254788672,4738.955999999999,2476.753,2262.203,6197.801301139702,5090.729966999999,7345.607618132801,4738.955999999999,2476.753,2262.203
2025-01-03 01:00:00,107.16,2968.162839,462.5,1371.826837,6010.200691902652,4849.380396,7732.264344172,6015.975145827999,2685.655145827999,5136.236,2245.5,2890.736,6010.200691902652,4849.380396,7732.264344172,5136.236,2245.5,2890.736
2025-01-03 02:00:00,106.82,2969.243972,462.5,1303.431676,5887.588835573331,4734.344882,7894.040833111801,6235.229812888199,2951.1698128882,5523.168,2359.976,3163.192,5887.588835573331,4734.344882,7894.040833111801,5523.168,2359.976,3163.192
2025-01-03 03:00:00,104.43,2967.762419,462.5,1307.393282,5780.475876469613,4698.121142,7788.155065,6143.620571,2891.780571,5580.183,2486.07,3094.113,5780.475876469613,4698.121142,7788.155065,5580.183,2486.07,3094.113
2025-01-03 04:00:00,105.74,2966.461054,462.5,1453.614651,5733.809808555159,4735.842042,7681.738052319802,6034.3526586802,2754.3626586802,5590.587,2641.767,2948.82,5733.809808555159,4735.842042,7681.738052319802,5590.587,2641.767,2948.82
2025-01-03 05:00:00,110.43,2966.290875,462.5,1625.710377,5991.038671415924,4948.753491,7547.303852265,5840.021243734999,2410.858093735,5491.748,2890.494,2601.254,5991.038671415924,4948.753491,7547.303852265,5491.748,2890.494,2601.254
2025-01-03 06:00:00,118.32,2965.059584,462.5,2307.684125,6442.281058968842,5741.90712,7020.683893313,5205.885347687,1114.238097687,4564.598,3283.572,1281.026,6442.281058968842,5741.90712,7020.683893313,4564.598,3283.572,1281.026
2025-01-03 07:00:00,127.4,2963.558009,462.5,3913.345762,6846.657867591376,7755.070111,7288.3804106324,5349.995962224,0.0,3384.263,3848.504,-464.2409999999998,6846.657867591376,7755.070111,7288.3804106324,3384.263,3848.504,-464.2409999999998
2025-01-03 08:00:00,135.08,2962.006382,462.5,4308.498143,7265.754139472556,8329.105018,7743.360444551799,5632.317200856,0.0,4156.529,4740.661,-584.132,7265.754139472556,8329.105018,7743.360444551799,4156.529,4740.661,-584.132
2025-01-03 09:00:00,134.13,2964.038513,462.5,4128.441279,7457.261012502766,8089.464054,7932.0177829926,5706.048636304,0.0,4074.875,4230.498,-155.6229999999996,7457.261012502766,8089.464054,7932.0177829926,4074.875,4230.498,-155.6229999999996
2025-01-03 10:00:00,131.0,2966.340928,462.5,4179.432758,7465.505392028073,7613.444716,7937.076527905001,5819.321200984,172.9410600949998,4239.176,3913.815,325.3610000000004,7465.505392028073,7613.444716,7937.076527905001,4239.176,3913.815,325.3610000000004
2025-01-03 11:00:00,126.31,2968.543238,462.5,4093.32753,7282.369075235508,7099.577966999999,7750.446210442601,5559.595247388999,508.1450875573989,4221.986,3568.554,653.4319999999998,7282.369075235508,7099.577966999999,7750.446210442601,4221.986,3568.554,653.4319999999998
2025-01-03 12:00:00,121.69,2968.663364,462.5,4110.56299,7300.959665529313,6783.618734000001,7928.671171313001,5749.513734687,1006.044334687,4169.853999999999,3022.03,1147.824,7300.959665529313,6783.618734000001,7928.671171313001,4169.853999999999,3022.03,1147.824
2025-01-03 13:00:00,120.04,2968.743448,462.5,4101.221,7161.831065241642,7002.098814000001,7847.9962123968,5714.450634603199,702.7466846031994,4262.191,3414.097,848.094,7161.831065241642,7002.098814000001,7847.9962123968,4262.191,3414.097,848.094
2025-01-03 14:00:00,121.01,2968.893605,462.5,3820.09605,7053.991065108312,6872.438112000001,7673.920959019999,5606.746028979999,654.4430789799993,4414.263,3610.822,803.4410000000001,7053.991065108312,6872.438112000001,7673.920959019999,4414.263,3610.822,803.4410000000001
2025-01-03 15:00:00,128.61,2967.211841,462.5,3886.472531,7146.418332187722,7402.134464000001,7590.432507685401,5614.4335783146,63.72867374199978,3943.155,3753.634,189.5209999999998,7146.418332187722,7402.134464000001,7590.432507685401,3943.155,3753.634,189.5209999999998
2025-01-03 16:00:00,137.46,2966.761369,462.5,4208.22651,7534.011600322471,7660.525673,7994.106282168999,5949.975747830999,196.5340978309994,3952.011,3616.996,335.0150000000003,7534.011600322471,7660.525673,7994.106282168999,3952.011,3616.996,335.0150000000003
2025-01-03 17:00:00,146.44,2966.891505,462.5,4526.796274,8059.492150088721,8427.528387999999,8539.499960158199,6258.1741562516,3.174501125199721,3571.604,3458.193,113.4110000000003,8059.492150088721,8427.528387999999,8539.499960158199,3571.604,3458.193,113.4110000000003
2025-01-03 18:00:00,146.29,2968.7935,462.5,4521.165682,8172.917832104885,9091.581753,8654.998803104401,6276.879670336,0.0,3737.418,4172.278,-434.8600000000002,8172.917832104885,9091.581753,8654.998803104401,3737.418,4172.278,-434.8600000000002
2025-01-03 19:00:00,143.9,2969.243972,462.5,4937.957822,7890.102990762114,9867.282052,8381.405866050198,6051.334235496,0.0,3520.404,5004.491,-1484.087,7890.102990762114,9867.282052,8381.405866050198,3520.404,5004.491,-1484.087
2025-01-03 20:00:00,137.92,2969.614361,462.5,3804.663678,7532.769551545475,7788.995733,8005.636565605402,5801.083656285,97.94893392099952,4263.668,4044.616,219.0519999999999,7532.769551545475,7788.995733,8005.636565605402,4263.668,4044.616,219.0519999999999
2025-01-03 21:00:00,131.06,2970.715516,462.5,2726.361308,7215.095773615682,6092.397623999999,7708.989944156001,5785.999004844,1471.003004843999,5201.484,3582.671,1618.813,7215.095773615682,6092.397623999999,7708.989944156001,5201.484,3582.671,1618.813
2025-01-03 22:00:00,129.81,2971.216041,462.5,2769.956733,7148.065704929669,6045.652417,7679.6792312958,5927.5752217042,1490.2134717042,5252.279,3615.379,1636.9,7148.065704929669,6045.652417,7679.6792312958,5252.279,3615.379,1636.9
2025-01-03 23:00:00,126.99,2970.865673,462.5,2147.444375,6969.273549105835,5566.375116,7501.046662311999,5782.607844687999,1790.953244687999,5689.363,3751.395,1937.968,6969.273549105835,5566.375116,7501.046662311999,5689.363,3751.395,1937.968
2025-01-04 00:00:00,120.59,2974.119085,462.5,1961.963836,6864.00646533734,5210.406710000001,7325.317105951801,5685.6806100482,1996.8872800482,5136.092,3014.209,2121.883,6864.00646533734,5210.406710000001,7325.317105951801,5136.092,3014.209,2121.883
2025-01-04 01:00:00,119.25,2974.049012,462.5,1555.948044,6680.691750320586,5122.044221,7120.890154415801,5561.7003375842,1878.3403425842,4801.37,2797.689,2003.681,6680.691750320586,5122.044221,7120.890154415801,4801.37,2797.689,2003.681
