datetime,price_EUR_per_MWh,load_MW,production_MW,import_MW,export_MW,net_balance_MW,deficit_MW,surplus_MW,action,pump_MWh,generation_MWh,storage_MWh,cost_EUR,revenue_EUR,profit_EUR,deficit_after_storage_MW,surplus_after_storage_MW,import_reduction_MWh,surplus_absorbed_MWh,low_threshold,high_threshold,scenario
2025-01-05 14:00:00,130.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,900919.0,117144.0,0.0,-117144.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 15:00:00,132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,901648.0,118890.0,0.0,-118890.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 16:00:00,133.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,902377.0,120050.99999999999,0.0,-120050.99999999999,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 17:00:00,132.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,903106.0,119637.0,0.0,-119637.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 18:00:00,132.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,903835.0,119520.00000000001,0.0,-119520.00000000001,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 19:00:00,131.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,904564.0,118529.99999999999,0.0,-118529.99999999999,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 20:00:00,127.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,905293.0,114471.0,0.0,-114471.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 21:00:00,117.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,906022.0,106092.0,0.0,-106092.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 22:00:00,119.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,906751.0,107469.0,0.0,-107469.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-05 23:00:00,120.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,907480.0,108009.0,0.0,-108009.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
2025-01-06 00:00:00,115.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pump,900.0,0.0,908209.0,104121.0,0.0,-104121.0,0.0,0.0,0.0,0.0,0.0,,surplus_absorption
